date,desk_id,product_id,quantity,amount
2023-04-02,4,103,25,65.05
2023-04-02,5,101,9,60.3
2023-04-02,5,101,33,80.21
2023-04-02,1,101,43,53.53
2023-04-02,5,103,19,93.53
2023-04-02,4,102,24,94.23
2023-04-02,1,103,38,60.21
2023-04-02,2,102,18,81.91
2023-04-02,3,102,40,74.95
2023-04-02,3,102,16,95.97
2023-04-02,5,101,13,91.98
2023-04-02,4,103,22,68.42
2023-04-02,1,102,37,69.47
2023-04-02,2,102,38,89.59
2023-04-02,1,102,44,64.41
2023-04-02,1,101,46,69.14
2023-04-02,1,101,15,73.38
2023-04-02,5,103,29,76.34
2023-04-02,4,102,13,91.34
2023-04-02,4,101,4,87.78
2023-04-02,4,101,41,95.36
2023-04-02,2,102,34,56.51
2023-04-02,5,102,1,70.54
2023-04-02,3,102,16,70.37
2023-04-02,5,103,18,85.92
2023-04-02,4,103,23,77.24
2023-04-02,4,102,9,70.7
2023-04-02,3,102,3,56.38
2023-04-02,4,101,29,72.85
2023-04-02,1,103,14,78.42
2023-04-02,3,101,17,64.3
2023-04-02,1,103,44,57.8
2023-04-02,4,103,24,99.8
2023-04-02,3,101,24,97.13
2023-04-02,1,103,22,60.45
2023-04-02,1,102,36,98.68
2023-04-02,1,102,13,79.23
2023-04-02,5,101,20,62.63
2023-04-02,5,101,41,55.03
2023-04-02,2,103,8,81.17
2023-04-02,4,103,40,68.71
2023-04-02,1,102,19,61.3
2023-04-02,2,102,6,92.2
2023-04-02,5,103,15,67.76
2023-04-02,5,101,50,50.61
2023-04-02,4,102,47,73.24
2023-04-02,3,102,48,64.09
2023-04-02,5,102,24,84.3
2023-04-02,4,102,6,60.2
2023-04-02,1,101,50,63.05
2023-04-02,3,102,17,60.15
2023-04-02,5,102,13,94.25
2023-04-02,4,101,18,88.29
2023-04-02,3,103,29,72.92
2023-04-02,5,102,14,91.14
2023-04-02,5,101,26,50.16
2023-04-02,3,101,4,71.62
2023-04-02,3,103,23,82.34
2023-04-02,2,103,20,71.24
2023-04-02,1,102,11,75.43
2023-04-02,5,101,38,62.1
2023-04-02,4,102,5,57.45
2023-04-02,3,102,36,84.52
2023-04-02,5,103,30,94.38
2023-04-02,3,103,18,53.6
2023-04-02,2,101,31,77.71
2023-04-02,3,101,50,98.15
2023-04-02,5,101,43,71.72
2023-04-02,4,101,20,54.85
2023-04-02,1,102,4,88.39
2023-04-02,4,101,13,69.05
2023-04-02,3,102,37,90.88
2023-04-02,5,102,46,81.54
2023-04-02,3,103,24,58.82
2023-04-02,3,102,6,96.25
2023-04-02,1,102,26,81.83
2023-04-02,3,101,46,88.32
2023-04-02,2,101,4,90.63
2023-04-02,3,101,29,61.61
2023-04-02,5,101,25,79.48
2023-04-02,5,102,12,60.24
2023-04-02,2,103,11,64.92
2023-04-02,2,103,3,52.08
2023-04-02,5,103,19,74.19
2023-04-02,4,103,22,91.05
2023-04-02,1,102,16,78.98
2023-04-02,5,102,28,78.3
2023-04-02,2,102,46,54.83
2023-04-02,3,103,12,95.14
2023-04-02,2,102,50,58.83
2023-04-02,3,103,19,81.57
2023-04-02,1,101,11,72.41
2023-04-02,2,102,23,74.56
2023-04-02,2,101,33,91.59
2023-04-02,5,102,27,91.47
2023-04-02,2,103,42,73.46
2023-04-02,3,103,38,94.07
2023-04-02,5,101,30,67.46
2023-04-02,3,102,33,61.57
2023-04-02,2,101,23,86.17
2023-04-02,3,101,39,64.17
2023-04-02,3,101,10,75.16
2023-04-02,5,103,25,90.41
2023-04-02,3,103,31,57.89
2023-04-02,4,101,46,73.33
2023-04-02,4,102,25,52.52
2023-04-02,5,101,15,80.96
2023-04-02,1,103,28,71.65
2023-04-02,1,102,43,93.65
2023-04-02,1,103,11,56.15
2023-04-02,2,101,23,63.75
2023-04-02,2,103,14,100.85
2023-04-02,4,101,32,97.37
2023-04-02,3,102,50,57.1
2023-04-02,2,101,3,92.38
2023-04-02,3,103,50,90.14
2023-04-02,5,101,6,78.02
2023-04-02,5,101,32,75.54
2023-04-02,2,103,47,74.54
2023-04-02,3,103,32,72.5
2023-04-02,5,103,30,67.21
2023-04-02,3,103,30,66.54
2023-04-02,3,103,18,77.4
2023-04-02,1,101,5,59.61
2023-04-02,3,103,15,70.14
2023-04-02,5,101,20,99.33
2023-04-02,5,103,47,70.38
2023-04-02,5,102,5,72.18
2023-04-02,1,103,43,87.5
2023-04-02,1,103,23,58.02
2023-04-02,2,103,27,67.06
2023-04-02,3,101,37,99.61
2023-04-02,5,102,42,93.66
2023-04-02,2,101,16,87.87
2023-04-02,1,103,4,58.67
2023-04-02,4,101,45,95.16
2023-04-02,4,101,7,79.39
2023-04-02,4,101,7,75.36
2023-04-02,5,103,16,77.29
2023-04-02,2,101,20,77.56
2023-04-02,5,102,15,53.57
2023-04-02,4,103,16,59.12
2023-04-02,1,102,28,65.66
2023-04-02,3,101,43,84.36
2023-04-02,4,101,4,65.02
2023-04-02,4,101,38,88.19
2023-04-02,1,102,17,67.1
2023-04-02,4,101,14,100.94
2023-04-02,4,101,41,61.3
2023-04-02,5,102,48,83.01
2023-04-02,5,103,19,83.65
2023-04-02,4,103,28,62.13
2023-04-02,4,103,38,97.45
2023-04-02,5,102,27,93.06
2023-04-02,1,101,1,79.53
2023-04-02,1,102,7,98.33
2023-04-02,4,101,8,57.94
2023-04-02,2,101,15,65.36
2023-04-02,3,101,38,50.12
2023-04-02,5,102,35,53.8
2023-04-02,1,102,47,99.34
2023-04-02,1,103,41,73.92
2023-04-02,5,102,33,50.72
2023-04-02,2,102,29,93.86
2023-04-02,1,103,14,52.25
2023-04-02,5,102,12,63.56
2023-04-02,2,102,45,83.61
2023-04-02,3,102,11,73.67
2023-04-02,3,103,37,97.97
2023-04-02,2,101,19,93.73
2023-04-02,1,102,43,51.9
2023-04-02,1,103,48,75.04
2023-04-02,2,101,12,78.96
2023-04-02,5,102,37,67.96
2023-04-02,4,101,1,68.54
2023-04-02,3,103,7,79.13
2023-04-02,5,102,10,70.55
2023-04-02,1,103,46,100.82
2023-04-02,5,102,14,64.9
2023-04-02,5,102,44,92.22
2023-04-02,1,103,38,61.63
2023-04-02,3,103,21,73.77
2023-04-02,4,103,15,73.15
2023-04-02,5,103,32,64.05
2023-04-02,1,103,37,78.54
2023-04-02,5,103,35,78
2023-04-02,4,103,41,100.67
2023-04-02,3,103,12,97.36
2023-04-02,2,101,10,75.75
2023-04-02,4,102,1,77.7
2023-04-02,3,102,37,67.64
2023-04-02,3,102,50,98.13
2023-04-02,5,102,48,81.19
2023-04-02,5,101,26,71.6
2023-04-02,5,101,32,76.88
2023-04-02,2,101,39,79.28
2023-04-02,5,101,11,95.2
2023-04-02,1,103,30,56.42
2023-04-02,3,101,34,61.66
2023-04-02,3,101,31,60.15
2023-04-02,2,102,46,54.27
2023-04-02,5,101,13,64.5
2023-04-02,5,102,32,72.57
2023-04-02,2,101,48,58.54
2023-04-02,4,102,23,85.3
2023-04-02,1,103,21,91.71
2023-04-02,5,103,4,57.73
2023-04-02,2,102,15,53.59
2023-04-02,4,101,7,100.35
2023-04-02,4,101,49,72.12
2023-04-02,4,103,45,66.18
2023-04-02,4,103,4,72.67
2023-04-02,3,103,32,100.56
2023-04-02,3,101,22,58.17
2023-04-02,3,103,22,95.44
2023-04-02,2,103,8,64.89
2023-04-02,4,101,46,62.93
2023-04-02,1,103,38,78.9
2023-04-02,2,101,18,73.06
2023-04-02,3,101,39,62.3
2023-04-02,4,101,36,60.31
2023-04-02,5,102,19,100.77
2023-04-02,5,101,17,61.54
2023-04-02,3,101,38,56.29
2023-04-02,2,101,33,84.17
2023-04-02,3,103,22,82.03
2023-04-02,4,102,21,77.42
2023-04-02,5,101,41,55.72
2023-04-02,4,103,48,75.56
2023-04-02,3,103,48,54.23
2023-04-02,2,102,11,94.35
2023-04-02,3,103,49,94.54
2023-04-02,4,101,20,66.28
2023-04-02,5,101,41,89.61
2023-04-02,3,101,33,74.82
2023-04-02,3,103,48,77.92
2023-04-02,2,102,10,81.54
2023-04-02,2,102,42,63.61
2023-04-02,2,102,42,60.6
2023-04-02,4,102,42,100.59
2023-04-02,4,103,44,69.51
2023-04-02,5,102,15,91.29
2023-04-02,3,103,2,92.75
2023-04-02,1,101,23,85.06
2023-04-02,3,103,43,89.09
2023-04-02,5,102,49,94.41
2023-04-02,3,103,47,75.96
2023-04-02,5,101,2,95.34
2023-04-02,5,103,32,71.29
2023-04-02,3,102,18,80.94
2023-04-02,5,101,28,62.71
2023-04-02,4,103,37,72.39
2023-04-02,4,101,19,82.1
2023-04-02,1,103,7,81.97
2023-04-02,5,101,7,79.7
2023-04-02,1,102,6,87.71
2023-04-02,3,101,46,69.85
2023-04-02,4,101,8,91.98
2023-04-02,3,102,45,74.57
2023-04-02,3,101,16,74.39
2023-04-02,4,103,46,69.5
2023-04-02,5,103,30,77.11
2023-04-02,5,102,16,54.09
2023-04-02,1,101,31,85.15
2023-04-02,1,102,19,62.28
2023-04-02,3,102,18,52.11
2023-04-02,3,101,12,95.01
2023-04-02,1,103,50,78.52
2023-04-02,2,102,28,69.24
2023-04-02,1,102,48,79.59
2023-04-02,1,103,17,75.75
2023-04-02,1,101,10,90.1
2023-04-02,4,103,11,80.26
2023-04-02,5,102,42,73.36
2023-04-02,2,102,5,71.7
2023-04-02,3,102,12,91.22
2023-04-02,5,102,15,68.16
2023-04-02,5,101,10,90.15
2023-04-02,2,103,21,71.02
2023-04-02,2,103,23,94.32
2023-04-02,5,101,17,59.13
2023-04-02,1,101,6,91.01
2023-04-02,3,102,41,87.18
2023-04-02,4,101,9,85.9
2023-04-02,1,102,42,89.09
2023-04-02,3,103,11,84.72
2023-04-02,3,101,8,54.07
2023-04-02,1,101,36,75.81
2023-04-02,2,101,11,89.53
2023-04-02,1,103,10,98.16
2023-04-02,2,101,7,55.74
2023-04-02,5,102,38,97
2023-04-02,4,103,40,95.15
2023-04-02,3,103,43,55.17
2023-04-02,5,102,21,91.94
2023-04-02,5,101,1,85.58
2023-04-02,5,101,26,68.97
2023-04-02,1,103,38,52.27
2023-04-02,4,103,15,60.42
2023-04-02,5,101,14,63.41
2023-04-02,5,101,50,54.54
2023-04-02,4,102,24,60.03
2023-04-02,5,102,3,77.81
2023-04-02,3,103,30,82.42
2023-04-02,1,102,26,71.5
2023-04-02,4,102,30,66.87
2023-04-02,5,101,14,55.8
2023-04-02,5,101,34,67.3
2023-04-02,1,102,47,63.13
2023-04-02,4,101,6,94.65
2023-04-02,3,103,8,52.86
2023-04-02,4,102,18,62.31
2023-04-02,5,103,12,83.77
2023-04-02,1,103,6,92.48
2023-04-02,2,103,13,87.45
2023-04-02,3,102,29,91.1
2023-04-02,4,101,2,83.49
2023-04-02,4,102,48,88.39
2023-04-02,5,103,35,80.12
2023-04-02,3,102,47,73.44
2023-04-02,2,101,39,93.6
2023-04-02,2,102,24,99.21
2023-04-02,4,101,11,65.94
2023-04-02,2,101,27,92.5
2023-04-02,2,103,43,84.97
2023-04-02,4,102,36,78.78
2023-04-02,2,103,34,100.42
2023-04-02,5,102,18,73.48
2023-04-02,2,103,16,66.2
2023-04-02,2,102,21,67.3
2023-04-02,3,102,36,72.63
2023-04-02,3,102,14,93.29
2023-04-02,5,103,38,93.76
2023-04-02,2,101,13,67.8
2023-04-02,5,103,10,95.75
2023-04-02,1,101,9,80.16
2023-04-02,4,102,17,90.09
2023-04-02,1,101,24,62.78
2023-04-02,5,103,21,76.27
2023-04-02,4,101,44,74.69
2023-04-02,3,102,7,84.72
2023-04-02,2,103,40,65.02
2023-04-02,4,103,17,59.76
2023-04-02,3,103,24,86.9
2023-04-02,5,103,33,67.15
2023-04-02,2,101,15,68.26
2023-04-02,5,102,33,54.11
2023-04-02,4,102,41,73.53
2023-04-02,2,103,12,82.49
2023-04-02,2,102,35,95.57
2023-04-02,2,103,3,97.82
2023-04-02,2,101,49,86.74
2023-04-02,5,101,37,67.84
2023-04-02,4,103,26,68.34
2023-04-02,1,103,20,60.82
2023-04-02,3,101,37,83.39
2023-04-02,2,102,50,71.98
2023-04-02,5,101,27,56.53
2023-04-02,5,102,3,61.21
2023-04-02,1,102,2,91.41
2023-04-02,3,102,35,75.45
2023-04-02,4,103,6,92.09
2023-04-02,5,102,24,76.9
2023-04-02,4,103,47,52.65
2023-04-02,5,101,23,65.87
2023-04-02,5,103,18,97.09
2023-04-02,2,103,12,81.76
2023-04-02,1,101,23,76.3
2023-04-02,5,102,50,79.28
2023-04-02,4,101,41,89.65
2023-04-02,2,103,13,92.68
2023-04-02,4,101,38,61.22
2023-04-02,3,102,1,93.74
2023-04-02,3,102,40,61.32
2023-04-02,4,101,6,93.88
2023-04-02,1,101,30,87.87
2023-04-02,5,102,38,62.07
2023-04-02,3,101,10,85.6
2023-04-02,5,102,28,59.9
2023-04-02,4,101,9,77.64
2023-04-02,2,103,10,57.17
2023-04-02,4,103,43,96.02
2023-04-02,5,101,11,97.49
2023-04-02,4,103,17,51.2
2023-04-02,5,102,23,90.69
2023-04-02,1,102,35,59.17
2023-04-02,3,103,16,88.01
2023-04-02,1,102,22,96.86
2023-04-02,4,102,48,77.45
2023-04-02,5,103,1,66.35
2023-04-02,2,102,38,64.6
2023-04-02,2,101,47,58.15
2023-04-02,2,103,32,66.63
2023-04-02,4,103,28,90.2
2023-04-02,4,103,21,79.56
2023-04-02,2,101,38,98.31
2023-04-02,2,101,22,55.46
2023-04-02,5,102,30,59.5
2023-04-02,3,103,39,95.8
2023-04-02,1,101,7,51.15
2023-04-02,4,101,30,76.9
2023-04-02,4,103,48,53.86
2023-04-02,5,102,8,74.55
2023-04-02,3,103,22,90.84
2023-04-02,4,102,23,70.54
2023-04-02,2,103,1,93.67
2023-04-02,3,102,37,87.62
2023-04-02,3,103,40,88.34
2023-04-02,3,101,49,71.93
2023-04-02,1,102,31,74.84
2023-04-02,1,103,44,58.26
2023-04-02,3,101,45,84.65
2023-04-02,5,103,14,63.69
2023-04-02,2,101,26,59.17
2023-04-02,1,101,8,66.22
2023-04-02,5,102,34,87.3
2023-04-02,5,103,15,79.08
2023-04-02,5,102,17,71.86
2023-04-02,3,103,25,82.7
2023-04-02,2,101,49,97.06
2023-04-02,3,103,32,61.76
2023-04-02,1,103,1,88.5
2023-04-02,4,101,8,86.85
2023-04-02,5,103,6,77.1
2023-04-02,2,103,12,98.75
2023-04-02,2,101,5,52.94
2023-04-02,4,102,25,66.93
2023-04-02,5,102,39,70.98
2023-04-02,5,101,27,55.77
2023-04-02,2,102,34,85.79
2023-04-02,2,102,42,95.85
2023-04-02,2,103,44,94.92
2023-04-02,2,102,13,100.06
2023-04-02,3,102,5,61.9
2023-04-02,2,103,38,50.12
2023-04-02,2,102,17,84.54
2023-04-02,2,103,20,70.86
2023-04-02,2,101,2,68.51
2023-04-02,4,103,49,89.93
2023-04-02,4,102,4,100.35
2023-04-02,3,101,9,99.62
2023-04-02,1,101,14,66.07
2023-04-02,1,101,3,53.43
2023-04-02,3,103,26,77.22
2023-04-02,1,102,35,53.09
2023-04-02,5,103,49,75.77
2023-04-02,3,103,27,86.18
2023-04-02,4,102,4,76.17
2023-04-02,5,102,42,65.76
2023-04-02,1,102,34,51.49
2023-04-02,3,103,11,94.83
2023-04-02,1,103,1,98.89
2023-04-02,5,102,30,80
2023-04-02,3,103,17,69.79
2023-04-02,4,103,11,76.05
2023-04-02,5,101,17,69.48
2023-04-02,3,101,25,53.54
2023-04-02,2,102,3,54.9
2023-04-02,3,103,21,53.76
2023-04-02,4,103,46,66.04
2023-04-02,2,102,6,76.65
2023-04-02,3,101,41,89.23
2023-04-02,5,101,29,55
2023-04-02,3,101,7,89.38
2023-04-02,1,103,1,59.65
2023-04-02,1,102,20,78.78
2023-04-02,1,101,19,64.64
2023-04-02,1,102,27,78.96
2023-04-02,4,102,23,74.46
2023-04-02,4,103,17,89.27
2023-04-02,2,101,12,76.24
2023-04-02,3,102,24,78.98
2023-04-02,5,101,33,98.49
2023-04-02,4,102,2,56.95
2023-04-02,5,101,4,51.16
2023-04-02,4,103,8,93.65
2023-04-02,4,101,37,79.93
2023-04-02,3,101,13,72.89
2023-04-02,3,102,41,72.87
2023-04-02,3,102,4,50.99
2023-04-02,3,103,42,64.6
2023-04-02,4,101,32,71.83
2023-04-02,4,102,4,61.72
2023-04-02,2,102,24,71.1
2023-04-02,1,103,11,78.79
2023-04-02,1,103,7,90.71
2023-04-02,1,103,8,64.21
2023-04-02,3,103,21,81.09
2023-04-02,1,102,17,92.14
2023-04-02,5,102,10,90.44
2023-04-02,1,101,46,59.69
2023-04-02,3,101,15,51.08
2023-04-02,1,102,26,84.46
2023-04-02,5,101,16,55.3
2023-04-02,1,101,42,83.41
2023-04-02,1,102,6,90.56
2023-04-02,5,103,45,62.44
2023-04-02,4,103,28,91.59
2023-04-02,2,102,39,88.13
2023-04-02,4,103,43,96.4
2023-04-02,2,103,11,58.62
2023-04-02,2,101,20,50.58
2023-04-02,4,101,31,86.08
2023-04-02,4,103,21,66.19
2023-04-02,4,101,35,73.7
2023-04-02,4,103,15,71.01
2023-04-02,2,102,36,60.54
2023-04-02,2,102,3,84.65
2023-04-02,5,102,23,72.11
2023-04-02,5,103,34,74.18
2023-04-02,5,103,44,59.77
2023-04-02,3,102,25,57.29
2023-04-02,2,101,22,74.89
2023-04-02,1,101,21,92.28
2023-04-02,5,102,30,87.36
2023-04-02,3,103,48,62.39
2023-04-02,5,102,32,58.75
2023-04-02,5,101,6,59.33
2023-04-02,5,103,36,59.68
2023-04-02,3,102,28,88.09
2023-04-02,2,102,34,61.67
2023-04-02,4,102,5,92.67
2023-04-02,1,102,3,56.84
2023-04-02,2,103,33,72.65
2023-04-02,1,102,8,60.74
2023-04-02,2,103,40,92.59
2023-04-02,5,102,23,76.33
2023-04-02,2,101,12,88.55
2023-04-02,5,101,37,82.41
2023-04-02,5,103,27,67.39
2023-04-02,3,103,19,70.64
2023-04-02,2,103,49,81.63
2023-04-02,1,101,45,62
2023-04-02,4,101,4,95.67
2023-04-02,4,101,23,64
2023-04-02,1,102,32,64.56
2023-04-02,1,103,21,100.89
2023-04-02,1,103,25,75.73
2023-04-02,2,101,7,98.1
2023-04-02,2,101,34,90.2
2023-04-02,1,102,16,79.63
2023-04-02,2,102,42,67.01
2023-04-02,4,102,21,71.13
2023-04-02,1,103,33,54.35
2023-04-02,3,103,48,67.43
2023-04-02,4,103,32,88.94
2023-04-02,1,101,38,84.46
2023-04-02,5,103,8,52.16
2023-04-02,2,103,23,95.37
2023-04-02,3,102,21,68.28
2023-04-02,5,103,30,68.59
2023-04-02,4,101,30,74.14
2023-04-02,5,101,27,86.44
2023-04-02,5,101,37,75.76
2023-04-02,5,103,47,85.77
2023-04-02,1,102,33,96.93
2023-04-02,5,102,37,61.06
2023-04-02,5,101,6,90.58
2023-04-02,2,103,5,50.47
2023-04-02,1,101,45,56.72
2023-04-02,1,101,7,75.77
2023-04-02,2,101,4,50.97
2023-04-02,1,102,13,98.62
2023-04-02,1,102,35,51.86
2023-04-02,4,102,30,55.49
2023-04-02,2,103,37,64.03
2023-04-02,1,101,45,82.68
2023-04-02,1,102,27,69.68
2023-04-02,5,102,46,68.39
2023-04-02,2,103,41,82.8
2023-04-02,4,103,6,87.87
2023-04-02,4,102,36,93.1
2023-04-02,5,101,45,83.77
2023-04-02,3,103,50,76.24
2023-04-02,4,102,24,84.26
2023-04-02,4,103,45,88.21
2023-04-02,3,101,13,66.4
2023-04-02,4,103,4,79.82
2023-04-02,2,102,1,86.55
2023-04-02,5,101,13,86.13
2023-04-02,2,103,38,77.58
2023-04-02,5,103,50,71.89
2023-04-02,3,102,42,72.27
2023-04-02,1,102,44,68.96
2023-04-02,4,101,27,61.58
2023-04-02,3,102,13,85.47
2023-04-02,3,101,5,64.16
2023-04-02,3,102,4,79.31
2023-04-02,2,103,48,78.33
2023-04-02,3,102,3,83.85
2023-04-02,1,101,38,92.4
2023-04-02,4,101,26,88.09
2023-04-02,1,101,41,50.93
2023-04-02,3,103,13,70.58
2023-04-02,2,102,33,90.22
2023-04-02,5,101,5,81.54
2023-04-02,1,101,24,66.71
2023-04-02,1,102,42,54.81
2023-04-02,3,103,20,72.04
2023-04-02,5,103,44,100.49
2023-04-02,5,103,13,82.69
2023-04-02,3,102,41,66.08
2023-04-02,4,103,37,78.53
2023-04-02,4,101,5,61.75
2023-04-02,5,103,29,63.82
2023-04-02,5,103,3,51.11
2023-04-02,4,103,1,57.27
2023-04-02,4,101,15,73.14
2023-04-02,2,102,43,96.77
2023-04-02,5,103,7,52.71
2023-04-02,4,102,9,51.33
2023-04-02,3,101,11,99.09
2023-04-02,1,102,29,97.99
2023-04-02,4,102,47,54.7
2023-04-02,1,102,49,86.06
2023-04-02,5,102,20,61.16
2023-04-02,4,103,19,81.37
2023-04-02,3,101,48,71.28
2023-04-02,2,103,4,78.83
2023-04-02,2,103,7,87.92
2023-04-02,1,101,19,73.22
2023-04-02,5,103,33,75.9
2023-04-02,1,101,13,65.01
2023-04-02,1,102,15,79.64
2023-04-02,3,101,20,87.25
2023-04-02,4,102,29,93.14
2023-04-02,2,103,19,89.79
2023-04-02,4,102,16,83.35
2023-04-02,1,102,11,98.04
2023-04-02,3,102,38,55.03
2023-04-02,2,101,50,61.41
2023-04-02,4,101,31,90.14
2023-04-02,5,103,44,84.33
2023-04-02,5,102,22,93.46
2023-04-02,2,102,37,57.64
2023-04-02,2,103,35,65.19
2023-04-02,2,103,46,73.63
2023-04-02,2,103,28,53.84
2023-04-02,3,102,2,67.78
2023-04-02,2,102,23,55.43
2023-04-02,5,102,6,82.3
2023-04-02,1,103,5,71.78
2023-04-02,5,103,40,84
2023-04-02,2,102,7,63.1
2023-04-02,4,102,6,59.89
2023-04-02,4,102,25,77.55
2023-04-02,5,103,30,93.57
2023-04-02,5,101,31,86.55
2023-04-02,5,101,25,72.92
2023-04-02,1,103,26,87.5
2023-04-02,1,101,24,98.63
2023-04-02,1,101,34,53.37
2023-04-02,3,102,36,93.99
2023-04-02,1,103,38,75.33
2023-04-02,2,101,24,55.62
2023-04-02,2,103,42,53.31
2023-04-02,3,102,17,78.2
2023-04-02,3,102,1,100.5
2023-04-02,5,102,1,83.95
2023-04-02,4,102,48,62
2023-04-02,5,102,8,93.34
2023-04-02,5,103,19,83.87
2023-04-02,5,103,16,88.68
2023-04-02,2,103,5,77.98
2023-04-02,5,103,15,85.87
2023-04-02,5,103,3,75.74
2023-04-02,1,101,44,68.19
2023-04-02,2,103,15,65.01
2023-04-02,5,103,49,63.2
2023-04-02,3,102,16,66.05
2023-04-02,2,103,46,85.36
2023-04-02,1,103,33,94.43
2023-04-02,5,101,34,82.3
2023-04-02,3,101,41,72.41
2023-04-02,1,102,49,62.59
2023-04-02,2,102,29,90.58
2023-04-02,3,102,39,79.14
2023-04-02,4,102,14,74.2
2023-04-02,3,101,22,91.75
2023-04-02,5,101,13,54.2
2023-04-02,1,101,32,83.6
2023-04-02,2,101,19,64.99
2023-04-02,5,102,40,93.95
2023-04-02,2,101,18,94.07
2023-04-02,1,102,12,87.66
2023-04-02,1,103,42,75.95
2023-04-02,1,103,21,70.67
2023-04-02,1,101,23,54.97
2023-04-02,3,102,43,63.37
2023-04-02,2,102,8,81.01
2023-04-02,4,102,10,76.81
2023-04-02,4,103,17,52.11
2023-04-02,4,102,31,75.51
2023-04-02,3,101,7,70.92
2023-04-02,1,103,10,76.84
2023-04-02,3,102,8,80.62
2023-04-02,2,102,33,62.86
2023-04-02,4,103,46,91.41
2023-04-02,3,101,37,79.02
2023-04-02,2,101,34,58.68
2023-04-02,4,102,47,89.52
